sent_idx,word_idx,word,word_id,truth
1351,7,af:die,3304,O
1351,8,af:FIFA,3960,B-ORG
1351,9,af:Sokker-Konfederasiebeker,9956,I-ORG
1351,10,af:in,5461,I-ORG
1351,11,af:2013,968,I-ORG
1351,12,af:en,3744,O
1351,13,af:FIFA,3960,B-ORG
1351,14,af:Sokker-Wêreldbekertoernooi,9957,I-ORG
1351,15,af:in,5461,I-ORG
1351,16,af:2014,970,I-ORG
1351,17,af:.,465,O
1352,0,af:Die,3304,O
1352,1,af:paartjie,8421,O
1352,2,af:het,5153,O
1352,3,af:saam,9377,O
1352,4,af:by,2748,O
1352,5,af:Warmbad,11893,B-LOC
1352,6,af:en,3744,O
1352,7,af:Umdloti,11097,B-LOC
1352,8,af:op,8232,O
1352,9,af:die,3304,O
1352,10,af:kus,6424,O
1352,11,af:van,11179,O
1352,12,af:KwaZulu-Natal,6440,B-LOC
1352,13,af:vakansie,11161,O
1352,14,af:gehou,4277,O
1352,15,af:.,465,O
1353,0,af:Dit,3366,O
1353,1,af:kom,6181,O
1353,2,af:ook,8135,O
1353,3,af:in,5461,O
1353,4,af:die,3304,O
1353,5,af:Malawimeer,6897,B-LOC
1353,6,af:voor,11661,O
1353,7,af:.,465,O
1354,0,af:Die,3304,O
1354,1,af:dam,3128,O
1354,2,af:se,9548,O
1354,3,af:naam,7524,O
1354,4,af:is,5588,O
1354,5,af:later,6526,O
1354,6,af:na,7521,O
1354,7,af:die,3304,O
1354,8,af:Kwenadam,6443,B-ORG
1354,9,af:verander,11246,O
1354,10,af:.,465,O
1355,0,af:Leonardo,6593,B-PER
1355,1,af:da,3085,I-PER
1355,2,af:Vinci,11562,I-PER
1356,0,af:Hy,5403,O
1356,1,af:word,12186,O
1356,2,af:deur,3274,O
1356,3,af:baie,1926,O
1356,4,af:as,1796,O
1356,5,af:die,3304,O
1356,6,af:vader,11157,O
1356,7,af:van,11179,O
1356,8,af:countrymusiek,3038,O
1356,9,af:in,5461,O
1356,10,af:Suid-Afrika,10374,B-LOC
1356,11,af:beskou,2248,O
1356,12,af:.,465,O
1357,0,af:United,11114,B-ORG
1357,1,af:Christian,2926,I-ORG
1357,2,af:Democratic,3238,I-ORG
1357,3,af:Party,8489,I-ORG
1358,0,af:',6,O
1358,1,af:'',7,O
1358,2,af:Hurghada,5391,O
1358,3,af:'',7,O
1358,4,af:',6,O
1358,5,af:is,5588,O
1358,6,af:'n,416,O
1358,7,af:toeristestad,10765,O
1358,8,af:langs,6513,O
1358,9,af:die,3304,O
1358,10,af:Rooisee,9267,B-LOC
1358,11,af:in,5461,O
1358,12,af:Egipte,3641,B-LOC
1358,13,af:met,7168,O
1358,14,af:248,995,O
1358,15,af:000,487,O
1358,16,af:inwoners,5575,O
1358,17,af:.,465,O
1359,0,af:',6,O
1359,1,af:'',7,O
1359,2,af:Jedward,5688,O
1359,3,af:'',7,O
1359,4,af:',6,O
1359,5,af:is,5588,O
1359,6,af:'n,416,O
1359,7,af:tweeling-sangpaar,10965,O
1359,8,af:van,11179,O
1359,9,af:Ierland,5431,B-LOC
1359,10,af:.,465,O
1360,0,af:Die,3304,O
1360,1,af:Private,8826,O
1360,2,af:Kamer,5858,O
1360,3,af:van,11179,O
1360,4,af:Murat,7453,B-PER
1360,5,af:III,5440,I-PER
1360,6,af:(,424,O
1360,7,af:''III,174,O
1360,8,af:.,465,O
1361,0,af:Min,7248,O
1361,1,af:is,5588,O
1361,2,af:bekend,2101,O
1361,3,af:oor,8140,O
1361,4,af:die,3304,O
1361,5,af:stad,10143,O
1361,6,af:tydens,10985,O
1361,7,af:die,3304,O
1361,8,af:Ou,8371,B-ORG
1361,9,af:Ryk,9347,I-ORG
1361,10,af:.,465,O
1362,0,af:Pous,8767,B-PER
1362,1,af:Pius,8634,I-PER
1362,2,af:II,5439,I-PER
1362,3,af:(,424,O
1362,4,af:1458–1464,605,O
1362,5,af:),425,O
1363,0,af:',6,O
1363,1,af:'',7,O
1363,2,af:''Uranometria,377,O
1363,3,af:'',7,O
1363,4,af:',6,O
1363,5,af:'',7,O
1363,6,af:is,5588,O
1363,7,af:die,3304,O
1363,8,af:kort,6294,O
1363,9,af:titel,10731,O
1363,10,af:van,11179,O
1363,11,af:’n,12430,O
1363,12,af:steratlas,10232,O
1363,13,af:deur,3274,O
1363,14,af:Johann,5740,B-PER
1363,15,af:Bayer,2020,I-PER
1363,16,af:.,465,O
1364,0,af:',6,O
1364,1,af:'',7,O
1364,2,af:Blou,2442,B-ORG
1364,3,af:Bulle,2705,I-ORG
1364,4,af:'',7,O
1364,5,af:',6,O
1365,0,af:Jacob,5640,B-PER
1365,1,af:Zuma,12348,I-PER
1365,2,af:afgedank,1384,O
1365,3,af:is,5588,O
1365,4,af:.,465,O
1366,0,af:'',7,O
1366,1,af:(,424,O
1366,2,af:toegeskryf,10747,O
1366,3,af:aan,1224,O
1366,4,af:Pontius,8728,B-PER
1366,5,af:Pilatus,8618,I-PER
1366,6,af:),425,O
1366,7,af:getuig,4566,O
1366,8,af:al,1529,O
1366,9,af:daarvan,3108,O
1366,10,af:.,465,O
1367,0,af:In,5461,O
1367,1,af:Honkong,5250,O
1367,2,af:word,12186,O
1367,3,af:die,3304,O
1367,4,af:tyd,10982,O
1367,5,af:Hongkongtyd,5249,B-LOC
1367,6,af:(,424,O
1367,7,af:HKT,5200,O
1367,8,af:),425,O
1367,9,af:genoem,4387,O
1368,0,af:Die,3304,O
1368,1,af:verwagting,11492,O
1368,2,af:van,11179,O
1368,3,af:die,3304,O
1368,4,af:eerste,3616,O
1368,5,af:intrekkers,5562,O
1368,6,af:in,5461,O
1368,7,af:dié,3371,O
1368,8,af:verre,11401,O
1368,9,af:uithoek,11053,O
1368,10,af:van,11179,O
1368,11,af:die,3304,O
1368,12,af:Kaapkolonie,5813,B-ORG
1368,13,af:was,11903,O
1368,14,af:baie,1926,O
1368,15,af:groot,4817,O
1368,16,"af:,",450,O
1368,17,af:maar,6846,O
1368,18,af:so,9935,O
1368,19,af:ook,8135,O
1368,20,af:hul,5372,O
1368,21,af:ontnugtering,8100,O
1368,22,af:.,465,O
1369,0,af:Williston,12090,B-LOC
1369,1,"af:,",450,I-LOC
1369,2,af:Vermont,11374,I-LOC
1370,0,af:AANSTUUR,1292,O
1370,1,af:Internasionale,5554,B-ORG
1370,2,af:Monetêre,7340,I-ORG
1370,3,af:Fonds,4015,I-ORG
1371,0,af:Dit,3366,O
1371,1,af:werk,11994,O
1371,2,af:op,8232,O
1371,3,af:die,3304,O
1371,4,af:Bernoulli,2216,B-ORG
1371,5,af:beginsel,2072,I-ORG
1371,6,af:.,465,O
1372,0,af:Dit,3366,O
1372,1,af:was,11903,O
1372,2,af:een,3599,O
1372,3,af:van,11179,O
1372,4,af:die,3304,O
1372,5,af:gasheerstadions,4157,O
1372,6,af:vir,11570,O
1372,7,af:die,3304,O
1372,8,af:FIFA,3960,B-ORG
1372,9,af:Sokker-Wêreldbekertoernooi,9957,I-ORG
1372,10,af:in,5461,I-ORG
1372,11,af:2014,970,I-ORG
1372,12,af:.,465,O
1373,0,af:Acda,1345,B-ORG
1373,1,af:en,3744,I-ORG
1373,2,af:De,3190,I-ORG
1373,3,af:Munnik,7452,I-ORG
1374,0,af:Dan,3132,B-PER
1374,1,af:Pienaar,8604,I-PER
1374,2,af:(,424,O
1374,3,af:1893–1942,762,O
1374,4,af:),425,O
1374,5,"af:,",450,O
1374,6,af:militêre,7236,O
1374,7,af:bevelvoerder,2319,O
1375,0,af:Pous,8767,B-PER
1375,1,af:Alexander,1554,I-PER
1375,2,af:I,5412,I-PER
1375,3,af:(,424,O
1375,4,af:105-115,516,O
1375,5,af:),425,O
1376,0,af:Dit,3366,O
1376,1,af:is,5588,O
1376,2,af:opgevolg,8273,O
1376,3,af:deur,3274,O
1376,4,af:die,3304,O
1376,5,af:Omajjadiese,7962,B-ORG
1376,6,af:Kalifaat,5843,I-ORG
1376,7,af:(,424,O
1376,8,af:661–750,1116,O
1376,9,af:),425,O
1376,10,af:en,3744,O
1376,11,af:die,3304,O
1376,12,af:Abbasidiese,1326,B-LOC
1376,13,af:Kalifaat,5843,I-LOC
1376,14,af:(,424,O
1376,15,af:750–1258,1142,O
1376,16,af:),425,O
1376,17,af:.,465,O
1377,0,af:AANSTUUR,1292,O
1377,1,af:Orlando,8340,B-PER
1377,2,af:di,3292,I-PER
1377,3,af:Lasso,6523,I-PER
1378,0,af:Ná,7877,O
1378,1,af:die,3304,O
1378,2,af:Derde,3264,B-ORG
1378,3,af:Oorgangstydperk,8154,I-ORG
1378,4,af:is,5588,O
1378,5,af:hy,5403,O
1378,6,af:dikwels,3334,O
1378,7,af:uitgebeeld,11022,O
1378,8,af:as,1796,O
1378,9,af:net,7669,O
1378,10,af:’n,12430,O
1378,11,af:kop,6273,O
1378,12,"af:,",450,O
1378,13,af:en,3744,O
1378,14,af:dié,3371,O
1378,15,af:is,5588,O
1378,16,af:dikwels,3334,O
1378,17,af:as,1796,O
1378,18,af:’n,12430,O
1378,19,af:gelukbringer,4341,O
1378,20,af:gedra,4227,O
1378,21,af:.,465,O
1379,0,af:Voorheen,11682,O
1379,1,af:was,11903,O
1379,2,af:hul,5372,O
1379,3,af:tuisveld,10938,O
1379,4,af:die,3304,O
1379,5,af:Boet,2489,B-ORG
1379,6,af:Erasmus-stadion,3786,I-ORG
1379,7,af:.,465,O
1380,0,af:Sir,9785,O
1380,1,af:John,5744,B-PER
1380,2,af:Fraser,4070,I-PER
1380,3,af:het,5153,O
1380,4,af:later,6526,O
1380,5,af:vertel,11459,O
1380,6,af:dat,3153,O
1380,7,af:sy,10490,O
1380,8,af:vader,11157,O
1380,9,"af:,",450,O
1380,10,af:ds,3500,O
1380,11,af:.,465,O
1381,0,af:Culen,3061,O
1381,1,af:van,11179,O
1381,2,af:Skotland,9866,B-LOC
1381,3,af:.,465,O
1382,0,af:Die,3304,O
1382,1,af:dorp,3440,O
1382,2,af:lê,6825,O
1382,3,af:sowat,10021,O
1382,4,af:192,814,O
1382,5,af:km,6141,O
1382,6,af:van,11179,O
1382,7,af:Harare,4969,B-LOC
1382,8,af:af,1376,O
1382,9,af:.,465,O
1383,0,af:Andrew,1667,B-PER
1383,1,af:Murray,7456,I-PER
1383,2,af:gekom,4296,O
1383,3,af:het,5153,O
1383,4,af:.,465,O
1384,0,af:',6,O
1384,1,af:'',7,O
1384,2,af:Westelike,12032,B-ORG
1384,3,af:Provinsie,8873,I-ORG
1384,4,af:'',7,O
1384,5,af:',6,O
1385,0,af:NSU,7849,B-ORG
1385,1,af:Motorenwerke,7403,I-ORG
1385,2,af:AG,1457,I-ORG
1386,0,af:J.B.M.,5620,B-PER
1386,1,af:Hertzog,5138,I-PER
1386,2,af:se,9548,O
1386,3,af:Nasionale,7590,B-ORG
1386,4,af:Party,8489,I-ORG
1386,5,af:.,465,O
1387,0,af:Waratahs,11887,B-ORG
1387,1,af:(,424,I-ORG
1387,2,af:Superrugbyspan,10442,I-ORG
1387,3,af:),425,I-ORG
1388,0,af:“,12431,O
1388,1,af:'',7,O
1388,2,af:',6,O
1388,3,af:'',7,O
1388,4,af:Geliefde,4333,O
1388,5,af:generaal,4377,O
1388,6,af:'',7,O
1388,7,af:',6,O
1388,8,af:'',7,O
1388,9,af:”,12441,O
1388,10,af:is,5588,O
1388,11,af:die,3304,O
1388,12,af:verhaal,11312,O
1388,13,af:van,11179,O
1388,14,af:generaal,4377,O
1388,15,af:J.B.M.,5620,B-PER
1388,16,af:Hertzog,5138,I-PER
1388,17,af:in,5461,O
1388,18,af:romanvorm,9245,O
1388,19,af:.,465,O
1389,0,af:Pous,8767,B-PER
1389,1,af:Victor,11536,I-PER
1389,2,af:III,5440,I-PER
1390,0,af:Hy,5403,O
1390,1,af:sing,9772,O
1390,2,af:liedjies,6661,O
1390,3,af:wat,11908,O
1390,4,af:hy,5403,O
1390,5,af:self,9600,O
1390,6,af:skryf,9875,O
1390,7,"af:,",450,O
1390,8,af:sowel,10022,O
1390,9,af:as,1796,O
1390,10,af:liedjies,6661,O
1390,11,af:van,11179,O
1390,12,af:bekende,2102,O
1390,13,af:liedjieskrywers,6663,O
1390,14,af:soos,10000,O
1390,15,af:Koos,6272,B-PER
1390,16,af:du,3507,I-PER
1390,17,af:Plessis,8677,I-PER
1390,18,"af:,",450,O
1390,19,af:Johannes,5742,B-PER
1390,20,af:Kerkorrel,6012,I-PER
1390,21,af:en,3744,O
1390,22,af:David,3159,B-PER
1390,23,af:Kramer,6323,I-PER
1390,24,af:.,465,O
1391,0,af:TSV,10923,B-ORG
1391,1,af:Aindling,1491,I-ORG
1391,2,af:-,451,O
1391,3,af:SpVgg,10113,B-ORG
1391,4,af:Ansbach,1694,I-ORG
1391,5,af:09,498,I-ORG
1391,6,af:-,451,O
1391,7,af:1.,505,B-ORG
1391,8,af:FC,3923,I-ORG
1391,9,af:Bad,1914,I-ORG
1391,10,af:Kötzting,6450,I-ORG
1391,11,af:-,451,O
1391,12,af:1.,505,B-ORG
1391,13,af:FC,3923,I-ORG
1391,14,af:Eintracht,3671,I-ORG
1391,15,af:Bamberg,1956,I-ORG
1391,16,af:-,451,O
1391,17,af:SpVgg,10113,B-ORG
1391,18,af:Bayreuth,2023,I-ORG
1391,19,af:-,451,O
1391,20,af:SpVgg,10113,B-ORG
1391,21,af:Greuther,4780,I-ORG
1391,22,af:Fürth,4115,I-ORG
1391,23,af:II,5439,I-ORG
1391,24,af:-,451,O
1391,25,af:TSV,10923,B-ORG
1391,26,af:Großbardorf,4845,I-ORG
1391,27,af:-,451,O
1391,28,af:SV,10452,B-ORG
1391,29,af:Heimstetten,5057,I-ORG
1391,30,af:-,451,O
1391,31,af:SpVgg,10113,B-ORG
1391,32,af:Beiere,2097,I-ORG
1391,33,af:Hof,5217,I-ORG
1391,34,af:-,451,O
1391,35,af:FC,3923,B-ORG
1391,36,af:Kempten,5985,I-ORG
1391,37,af:-,451,O
1391,38,af:FC,3923,B-ORG
1391,39,af:Memmingen,7141,I-ORG
1391,40,af:-,451,O
1391,41,af:FC,3923,B-ORG
1391,42,af:Ismaning,5595,I-ORG
1391,43,af:-,451,O
1391,44,af:1.FC,507,B-ORG
1391,45,af:Neurenberg,7676,I-ORG
1391,46,af:II,5439,I-ORG
1391,47,af:-,451,O
1391,48,af:1.,505,B-ORG
1391,49,af:FC,3923,I-ORG
1391,50,af:Schweinfurt,9537,I-ORG
1391,51,af:05,492,I-ORG
1391,52,af:-,451,O
1391,53,af:TSG,10905,B-ORG
1391,54,af:Thannhausen,10674,I-ORG
1391,55,af:-,451,O
1391,56,af:SpVgg,10113,B-ORG
1391,57,af:Unterhaching,11124,I-ORG
1391,58,af:II,5439,I-ORG
1391,59,af:-,451,O
1391,60,af:SpVgg,10113,B-ORG
1391,61,af:Weiden,11968,I-ORG
1391,62,af:-,451,O
1391,63,af:Würzburger,12251,B-ORG
1391,64,af:FV,4107,I-ORG
1392,0,af:Hy,5403,O
1392,1,af:verhuis,11324,O
1392,2,af:daarna,3099,O
1392,3,af:na,7521,O
1392,4,af:die,3304,O
1392,5,af:Witwatersrand,12132,B-LOC
1392,6,af:en,3744,O
1392,7,af:tree,10868,O
1392,8,af:toe,10739,O
1392,9,af:tot,10827,O
1392,10,af:die,3304,O
1392,11,af:mynwese,7490,O
1392,12,af:.,465,O
1393,0,af:Die,3304,O
1393,1,af:myn,7483,O
1393,2,af:was,11903,O
1393,3,af:in,5461,O
1393,4,af:die,3304,O
1393,5,af:besit,2237,O
1393,6,af:van,11179,O
1393,7,af:De,3190,B-ORG
1393,8,af:Beers,2064,I-ORG
1393,9,af:toe,10739,O
1393,10,af:dit,3366,O
1393,11,af:gesluit,4517,O
1393,12,af:is,5588,O
1393,13,af:.,465,O
1394,0,af:Serwië,9657,B-ORG
1394,1,af:en,3744,I-ORG
1394,2,af:Montenegro,7356,I-ORG
1394,3,af:(,424,O
1394,4,af:2003–2006,959,O
1394,5,af:),425,O
1395,0,af:',6,O
1395,1,af:'',7,O
1395,2,af:Gallo,4132,O
1395,3,af:'',7,O
1395,4,af:',6,O
1395,5,af:(,424,O
1395,6,af:''Galo,141,O
1395,7,af:'',7,O
1395,8,af:),425,O
1395,9,af:is,5588,O
1395,10,af:'n,416,O
1395,11,af:streektaal,10316,O
1395,12,af:van,11179,O
1395,13,af:Frankryk,4060,B-LOC
1395,14,"af:,",450,O
1395,15,af:wat,11908,O
1395,16,af:veral,11244,O
1395,17,af:in,5461,O
1395,18,af:die,3304,O
1395,19,af:oostelike,8226,O
1395,20,af:Bretagne,2613,B-LOC
1395,21,af:gepraat,4422,O
1395,22,af:word,12186,O
1395,23,af:.,465,O
1396,0,af:Hy,5403,O
1396,1,af:is,5588,O
1396,2,af:opgevolg,8273,O
1396,3,af:deur,3274,O
1396,4,af:Ariamnes,1764,B-PER
1396,5,"af:,",450,O
1396,6,af:die,3304,O
1396,7,af:oudste,8387,O
1396,8,af:van,11179,O
1396,9,af:sy,10490,O
1396,10,af:drie,3481,O
1396,11,af:seuns,9674,O
1396,12,af:.,465,O
1397,0,af:Hy,5403,O
1397,1,af:woon,12174,O
1397,2,af:tans,10555,O
1397,3,af:in,5461,O
1397,4,af:Los,6748,B-LOC
1397,5,af:Angeles,1674,I-LOC
1397,6,af:.,465,O
1398,0,af:SC,9507,B-ORG
1398,1,af:Paderborn,8427,I-ORG
1398,2,af:07,495,I-ORG
1398,3,af:(,424,O
1398,4,af:''TuS,369,O
1398,5,af:Schloß,9519,O
1398,6,af:Neuhaus,7673,O
1398,7,af:'',7,O
1398,8,af:),425,O
1399,0,af:Hy,5403,O
1399,1,af:word,12186,O
1399,2,af:opgevolg,8273,O
1399,3,af:deur,3274,O
1399,4,af:Pous,8767,B-PER
1399,5,af:Eutichianus,3863,I-PER
1399,6,af:.,465,O
1400,0,af:',6,O
1400,1,af:'',7,O
1400,2,af:Valke,11170,B-ORG
1400,3,af:'',7,O
1400,4,af:',6,O
1401,0,af:Frans,4062,B-PER
1401,1,af:Claerhout,2952,I-PER
1401,2,af:(,424,O
1401,3,af:1919–2006,813,O
1401,4,af:),425,O
1401,5,"af:,",450,O
1401,6,af:priester,8810,O
1401,7,af:en,3744,O
1401,8,af:kunsskilder,6409,O
1402,0,af:Verskeie,11423,O
1402,1,af:groot,4817,O
1402,2,af:besighede,2233,O
1402,3,af:is,5588,O
1402,4,af:in,5461,O
1402,5,af:Woodmead,12163,O
1402,6,af:gesetel,4481,O
1402,7,"af:,",450,O
1402,8,af:insluitend,5538,O
1402,9,af:3M,1051,O
1402,10,"af:,",450,O
1402,11,af:Accenture,1342,O
1402,12,"af:,",450,O
1402,13,af:en,3744,O
1402,14,af:SAP,9479,B-ORG
1402,15,af:.,465,O
1403,0,af:Begin,2070,O
1403,1,af:van,11179,O
1403,2,af:die,3304,O
1403,3,af:belastingjaar,2130,O
1403,4,af:in,5461,O
1403,5,af:die,3304,O
1403,6,af:Verenigde,11297,B-LOC
1403,7,af:Koninkryk,6239,I-LOC
1403,8,af:.,465,O
1404,0,af:Amptenare,1643,O
1404,1,af:van,11179,O
1404,2,af:die,3304,O
1404,3,af:Londense,6740,B-ORG
1404,4,af:Sendinggenootskap,9620,I-ORG
1404,5,af:is,5588,O
1404,6,af:meesal,7105,O
1404,7,af:vereer,11293,O
1404,8,af:in,5461,O
1404,9,af:die,3304,O
1404,10,af:naamgewing,7526,O
1404,11,af:.,465,O
1405,0,af:Gideon,4654,B-PER
1405,1,af:Brand,2588,I-PER
1405,2,af:van,11179,I-PER
1405,3,af:Zyl,12357,I-PER
1405,4,af:(,424,O
1405,5,af:1873–1956,746,O
1405,6,af:),425,O
1406,0,af:Die,3304,O
1406,1,af:eerste,3616,O
1406,2,af:sultan,10430,O
1406,3,af:was,11903,O
1406,4,af:Osman,8356,B-PER
1406,5,af:I,5412,I-PER
1406,6,af:.,465,O
1407,0,af:Die,3304,O
1407,1,af:meeste,7107,O
1407,2,af:huidige,5357,O
1407,3,af:besoekers,2261,O
1407,4,af:maak,6839,O
1407,5,af:gebruik,4203,O
1407,6,af:van,11179,O
1407,7,af:die,3304,O
1407,8,af:veerbootverbinding,11217,O
1407,9,af:tussen,10952,O
1407,10,af:Hellesylt,5071,O
1407,11,af:en,3744,O
1407,12,af:Geiranger,4283,O
1407,13,af:of,7921,O
1407,14,af:een,3599,O
1407,15,af:van,11179,O
1407,16,af:die,3304,O
1407,17,af:Hurtigruten,5395,B-ORG
1407,18,af:'',7,O
1407,19,af:-passasierskepe,460,O
1407,20,af:wat,11908,O
1407,21,af:die,3304,O
1407,22,af:fjord,3992,O
1407,23,af:in,5461,O
1407,24,af:die,3304,O
1407,25,af:somer,9974,O
1407,26,af:bevaar,2313,O
1407,27,af:.,465,O
1408,0,af:Pous,8767,B-PER
1408,1,af:Clemens,2960,I-PER
1408,2,af:III,5440,I-PER
1409,0,af:AANSTUUR,1292,O
1409,1,af:Staatkundig,10130,B-ORG
1409,2,af:Gereformeerde,4441,I-ORG
1409,3,af:Party,8489,I-ORG
1410,0,af:Pous,8767,B-PER
1410,1,af:Johannes,5742,I-PER
1410,2,af:XV,12263,I-PER
1410,3,af:(,424,O
1410,4,af:985-996,1197,O
1410,5,af:),425,O
1411,0,af:Jan,5668,B-PER
1411,1,af:Rabie,8958,I-PER
1411,2,af:(,424,O
1411,3,af:1920–2001,815,O
1411,4,af:),425,O
1411,5,"af:,",450,O
1411,6,af:skrywer,9879,O
1411,7,af:en,3744,O
1411,8,af:digter,3328,O
1412,0,af:Verenigde,11297,B-LOC
1412,1,af:State,10195,I-LOC
1412,2,af:van,11179,I-LOC
1412,3,af:Amerika,1626,I-LOC
1413,0,af:',6,O
1413,1,af:'',7,O
1413,2,af:Peter,8571,B-PER
1413,3,af:O'Toole,7882,I-PER
1413,4,af:–,12421,O
1413,5,af:''Becket,44,O
1413,6,af:'',7,O
1413,7,af:',6,O
1413,8,af:'',7,O
1414,0,af:AANSTUUR,1292,O
1414,1,af:Universiteit,11117,B-ORG
1414,2,af:van,11179,I-ORG
1414,3,af:Pretoria,8805,I-ORG
1415,0,af:Die,3304,O
1415,1,af:dorp,3440,O
1415,2,af:is,5588,O
1415,3,af:in,5461,O
1415,4,af:die,3304,O
1415,5,af:Vaalharts-besproeiingskema,11152,B-ORG
1415,6,af:geleë,4332,O
1415,7,af:op,8232,O
1415,8,af:die,3304,O
1415,9,af:oewer,7919,O
1415,10,af:van,11179,O
1415,11,af:die,3304,O
1415,12,af:Vaalrivier,11153,B-LOC
1415,13,af:.,465,O
1416,0,af:',6,O
1416,1,af:'',7,O
1416,2,af:Tsjad,10912,B-LOC
1416,3,af:'',7,O
1416,4,af:',6,O
1417,0,af:Setsjenof,9671,O
1417,1,af:Eerste,3616,O
1417,2,af:Mediese,7088,O
1417,3,af:Instituut,5546,O
1417,4,af:in,5461,O
1417,5,af:Moskou,7393,B-LOC
1417,6,af:studeer,10334,O
1417,7,af:.,465,O
1418,0,af:Pous,8767,B-PER
1418,1,af:Clemens,2960,I-PER
1418,2,af:I,5412,I-PER
1418,3,af:(,424,O
1418,4,af:88-97,1167,O
1418,5,af:),425,O
1419,0,af:Bewyse,2344,O
1419,1,af:vir,11570,O
1419,2,af:die,3304,O
1419,3,af:ysvorming,12294,O
1419,4,af:is,5588,O
1419,5,af:in,5461,O
1419,6,af:neerslae,7641,O
1419,7,af:in,5461,O
1419,8,af:die,3304,O
1419,9,af:Sahara-woestyn,9406,B-LOC
1419,10,af:gevind,4586,O
1419,11,af:.,465,O
1420,0,af:'n,416,O
1420,1,af:Ondersoek,8026,O
1420,2,af:het,5153,O
1420,3,af:aan,1224,O
1420,4,af:die,3304,O
1420,5,af:lig,6673,O
1420,6,af:gebring,4202,O
1420,7,af:dat,3153,O
1420,8,af:die,3304,O
1420,9,af:skip,9845,O
1420,10,af:se,9548,O
1420,11,af:swaartepunt,10461,O
1420,12,af:te,10570,O
1420,13,af:hoog,5292,O
1420,14,af:was,11903,O
1420,15,af:;,1201,O
1420,16,af:hoër,5339,O
1420,17,af:as,1796,O
1420,18,af:die,3304,O
1420,19,af:punt,8901,O
1420,20,af:waar,11836,O
1420,21,af:die,3304,O
1420,22,af:Archimedeskrag,1746,B-PER
1420,23,af:is,5588,O
1420,24,af:.,465,O
1421,0,af:Hy,5403,O
1421,1,af:was,11903,O
1421,2,af:die,3304,O
1421,3,af:neef,7638,O
1421,4,af:en,3744,O
1421,5,af:vennoot,11238,O
1421,6,af:van,11179,O
1421,7,af:Sammy,9445,B-PER
1421,8,af:Marks,6994,I-PER
1421,9,af:.,465,O
1422,0,af:Bloemhofdam,2433,B-ORG
1422,1,"af:,",450,O
1422,2,af:vroeër,11772,O
1422,3,af:bekend,2101,O
1422,4,af:as,1796,O
1422,5,af:die,3304,O
1422,6,af:Oppermansdrifdam,8287,O
1422,7,af:.,465,O
1423,0,af:AANSTUUR,1292,O
1423,1,af:Hendrik,5077,B-PER
1423,2,af:I,5412,I-PER
1423,3,af:van,11179,I-PER
1423,4,af:Engeland,3752,I-PER
1424,0,af:Abraham,1338,B-PER
1424,1,af:H.,4886,I-PER
1424,2,af:de,3190,I-PER
1424,3,af:Vries,11766,I-PER
1425,0,af:Murraysburg,7458,B-LOC
1425,1,af:is,5588,O
1425,2,af:na,7521,O
1425,3,af:hom,5234,O
1425,4,af:genoem,4387,O
1425,5,af:.,465,O
1426,0,af:AANSTUUR,1292,O
1426,1,af:Federale,3927,B-ORG
1426,2,af:Republiek,9111,I-ORG
1426,3,af:van,11179,I-ORG
1426,4,af:Sentraal-Amerika,9637,I-ORG
1427,0,af:Max,7056,B-PER
1427,1,af:van,11179,I-PER
1427,2,af:der,3262,I-PER
1427,3,af:Stoel,10270,I-PER
1427,4,af:(,424,O
1427,5,af:1924-2011,824,O
1427,6,af:),425,O
1427,7,"af:,",450,O
1427,8,af:politikus,8715,O
1427,9,af:en,3744,O
1427,10,af:diplomaat,3349,O
1428,0,af:Die,3304,O
1428,1,af:Duiwelsmuseum,3533,B-ORG
1428,2,"af:,",450,O
1428,3,af:wat,11908,O
1428,4,af:in,5461,O
1428,5,af:'n,416,O
1428,6,af:afsonderlike,1443,O
1428,7,af:vleuel,11598,O
1428,8,af:van,11179,O
1428,9,af:die,3304,O
1428,10,af:museum,7459,O
1428,11,af:gehuisves,4281,O
1428,12,af:word,12186,O
1428,13,"af:,",450,O
1428,14,af:bewaar,2331,O
1428,15,af:die,3304,O
1428,16,af:kunstenaar,6412,O
1428,17,af:se,9548,O
1428,18,af:unieke,11109,O
1428,19,af:versameling,11409,O
1428,20,af:van,11179,O
1428,21,af:duiwelskunswerke,3532,O
1428,22,af:.,465,O
1429,0,af:==Artikel,1205,O
1429,1,af:in,5461,O
1429,2,af:Beeld,2055,B-ORG
1429,3,af:'',7,O
1429,4,af:==,1202,O
1430,0,af:Pous,8767,B-PER
1430,1,af:Johannes,5742,I-PER
1430,2,af:XXIII,12270,I-PER
1430,3,af:(,424,O
1430,4,af:1958–1963,897,O
1430,5,af:),425,O
1431,0,af:',6,O
1431,1,af:'',7,O
1431,2,af:Hoofstad,5286,B-LOC
1431,3,af:'',7,O
1431,4,af:',6,O
1432,0,af:Selfs,9604,O
1432,1,af:die,3304,O
1432,2,af:regeringsgesinde,9043,O
1432,3,af:Die,3304,B-ORG
1432,4,af:Burger,2716,I-ORG
1432,5,af:'',7,O
1432,6,af:was,11903,O
1432,7,af:ontevrede,8091,O
1432,8,af:oor,8140,O
1432,9,af:die,3304,O
1432,10,af:situasie,9800,O
1432,11,af:.,465,O
1433,0,af:Hy,5403,O
1433,1,af:het,5153,O
1433,2,af:ook,8135,O
1433,3,af:gedien,4218,O
1433,4,af:in,5461,O
